resume_id,type,raw_text_snippet,parser_output,root_cause
30713796,Title,         TELLER 3             Core Qualifications          Results-oriented  Client-focused  Excel i,"         TELLER 3             Core Qualifications          Results-oriented  Client-focused  Excel in  customer service  Quick learner                 Experience      TELLER 3    March 2011   to   August 2014     Company Name   －   City  ,   State      Current     Delivered prompt, accurate and excellent customer service.  Received regional branch recognition award for outstanding customer service.  Maintained confidentiality of bank records and client information.  Supplied tellers with coin and currency as needed.  Reported daily averages and shortages to the operations department.  Processed treasury, tax and loan payments.  Entered member transaction data into the online banking software.  Examined checks for identification and endorsement.  Researched and resolved customer issues on personal savings, checking and lines of credit accounts.  Adhered to [SUNTRUST BANK] security and audit procedures.  Trained employees on cash drawer operation.  Processed cash withdrawals.  Balanced daily cash deposits and bank vault inventory with a zero error rate.  Processed sales referrals and promoted bank services and products, resulting in [25]% branch sales increase.  REASON FOR LEAVING : Relocating to Harford Co.  area .          to       TELLER SUPERVISOR    May 1998       Company Name   －   City  ,   State      September 2010 Delivered prompt, accurate and excellent customer service.  Received regional branch recognition award for outstanding customer service.  Maintained confidentiality of bank records and client information.  Supplied tellers with coin and currency as needed.  Reported daily averages and shortages to the operations department.  Processed treasury, tax and loan payments.  Entered member transaction data into the online banking software.  Examined checks for identification and endorsement.  Researched and resolved customer issues on personal savings, checking and lines of credit accounts.  Adhered to [ANNAPOLIS BANKING & TRUST] security and audit procedures.  Trained employees on cash drawer operation.  Balanced daily cash deposits and bank vault inventory with a zero error rate.  Processed sales referrals and promoted bank services and products, resulting in [25]% branch sales increase.  REASON FOR LEAVING : MEDICAL CONDITION.  July 1995     1ST.  NATIONAL BANK OF MD.  Glen Burnie, MD to        TELLER.  October 1997   Delivered prompt, accurate and excellent customer service.  Processed sales referrals and promoted bank services and products, resulting in [25]% branch sales increase.  Balanced daily cash deposits and bank vault inventory with a zero error rate.  Processed cash withdrawals.  Trained employees on cash drawer operation.  Adhered to [1ST.  NATIONAL BANK] security and audit procedures.  Researched and resolved customer issues on personal savings, checking and lines of credit accounts.  Examined checks for identification and endorsement.  Entered member transaction data into the online banking software.  Processed treasury, tax and loan payments.  Maintained confidentiality of bank records and client information.  REASON FOR LEAVING : Was looking to advance and no available ways to do so.             June 1994         Managed kitchen operations for high grossing, fast-paced fair concession kitchen.  Trained staff of at least eight employees for correct facility procedures, safety codes, proper recipes and plating techniques.  Managed food and produce receiving process with 100% accuracy.  Greeted customers in the restaurant or drive-thru, took and rang up orders, handled payment and thanked customers.  Greeted guests and sat them at tables or in waiting areas Informed patrons of establishment specialties and features Inspected dining and serving areas to ensure cleanliness and proper setup Instructed cooks and other workers in the preparation, cooking, garnishing, and presentation of food Conducted daily pre-shift and weekly departmental meetings to ensure organizational efficiency.  Scheduled and directed staff in daily work assignments to maximize productivity.  Efficiently resolved problems or concerns to the satisfaction of all involved parties.  Continually monitored restaurant and took appropriate action to ensure food quality and service standards were consistently met.  Exhibited thorough knowledge of foods, beverages, supervisory duties, service techniques, and guest interactions.  Assigned tasks and oversaw the direction of employees to ensure compliance with food safety procedures and quality control guidelines.  Developed and maintained exceptional customer service standards.  Optimized profits by controlling food, beverage and labor costs on a daily basis.  Consistently maintained high levels of cleanliness, organization, storage, and sanitation of food and beverage products to ensure quality.  Communicated well and used strong interpersonal skills to establish positive relationships with guests and employees.Counseled and disciplined staff when necessary.  REASON FOR LEAVING : Was involved in terrible head on car collision.  Was not able to walk for a year .          to      SHIFT SUPERVISOR    November 1991       Company Name   －   City  ,   State            Education      diploma                  Skills    banking, strong interpersonal skills, cooking, credit, client, excellent customer service, customer service, direction, fast, features, inventory, meetings, organizational, quality, quality control, receiving, safety, sales, sat, supervisory, tables, tax, treasury   ",Ontology miss
15856762,Title,"         SVP, BUSINESS BANKING       Executive Profile       Executive Banker with experience in all",Chief Finance Manager,Ontology miss
45167858,Title,         BANKING RELATIONSHIP SPECIALIST       Summary    Highly enthusiastic customer service profe,Chief Operations Manager,Ontology miss
77156708,Title,         BANKING OFFICER         Professional Summary    l An adaptable and responsible IT Savvy see,Chief Marketing Specialist,Ontology miss
87867370,Title,"       SENIOR COMMERCIAL BUSINESS BANKING RELATIONSHIP MANAGER, VP       Professional Summary     To",Chief Sales Consultant,Ontology miss
41152404,Title,         TEST ANALYST-INTERN/CONTRACTOR       Profile    3+ years of professional experience in Soft,Chief Software Engineer,Ontology miss
63158213,Title,         SR. NETWORK ENGINEER       Summary      Bilingual Network Engineer offering in-depth unders,Chief Operations Manager,Ontology miss
89512321,Title,"         SENIOR MANAGER           Skill Highlights          Windows / Mac OS, MS office suite, HRMS ",Chief HR Lead,Ontology miss
14752209,Title,"         DIRECTOR, BUSINESS DEVELOPMENT           Executive Profile     Passionate sales executive a",Chief Marketing Analyst,Ontology miss
14726000,Title,         BUSINESS DEVELOPMENT CONSULTANT				MAR       Summary    I am a highly motivated individual ,Chief Operations Director,Ontology miss
19557384,Title,         BUSINESS DEVELOPMENT LEADER        Summary    BUSINESS DEVELOPMENT MANAGER Experienced lead,Chief Sales Lead,Ontology miss
12230301,Title,         BUSINESS DEVELOPMENT SPECIALIST/AE       Professional Summary    I am an exceptionally crea,Chief Marketing Director,Ontology miss
18293620,Title,         SR. BUSINESS DEVELOPMENT MANAGER         Professional Summary     Highly organized sales pr,Chief Sales Consultant,Ontology miss
13888506,Title,         BUSINESS DEVELOPMENT MANAGER         Summary    Entrepreneur and sales professional recogni,Chief Marketing Specialist,Ontology miss
27796199,Title,         BUSINESS DEVELOPMENT MANAGER           Highlights          PROFILE  STATEMENT  Experience i,Chief Marketing Director,Ontology miss
24412546,Title,         BUSINESS DEVELOPMENT ASSOCIATE           Executive Profile     Award-winning sales executiv,Chief Sales Manager,Ontology miss
30826569,Title,"         LECTURER, CHEF INSTRUCTOR, RESEARCHER, AND RECRUITER       Professional Profile     A goal-",Chief Operations Director,Ontology miss
26718039,Title,         CHEF       Summary    Experienced catering chef skilled in preparing large volumes of food ,"         CHEF       Summary    Experienced catering chef skilled in preparing large volumes of food quickly and efficiently. Highly skilled in international cuisine. Seeking a position at a restaurant where I can call it 'home'          Experience      Chef     May 2009   to   Current      Company Name   －   City  ,   State     Manage daily kitchen operations including inventory, purchasing, and scheduling Ensure proper food handling methods are observed Assist kitchen staff in producing food for catering Systematically control food quality and costs Develop new menu items to enhance catering and retail food service revenue and productivity goals.         Catering Chef     Jun 2000   to   May 2009      Company Name   －   City  ,   State     Effectively managed and produced food for catered events Enforced appropriate work-flow and quality controls for food quality Conducted daily inventory and ordering Assisted catering staff in setup and delivery Managed catering schedule and logistics.         Line Cook     Jan 1990   to   Jun 2000      Company Name   －   City  ,   State     Set up and prep work for all food items.  Prepared various daily lunch special items.  Assisted in producing food for catered events.  Conducted daily food inventory and ordering.           Skills    delivery, Detail oriented, English, inventory, Inventory Management, logistics, producing, purchasing, quality, retail, scheduling, Spanish, work-flow   ",Ontology miss
19007667,Title,         CHEF       Summary     Experienced catering chef skilled in preparing large volumes of food,"         CHEF       Summary     Experienced catering chef skilled in preparing large volumes of food quickly and efficiently. Knowledge of international cuisine. Seeking a position at a restaurant where I can call it 'home'       Highlights                      Experience     05/2009   to   Current     Chef    Company Name   －   City  ,   State      Manage daily kitchen operations including inventory, purchasing, and scheduling Ensure proper food handling methods are observed Assist kitchen staff in producing food for catering Systematically control food quality and costs Develop new menu items to enhance catering and retail food service revenue and productivity goals.         06/2000   to   05/2009     Catering Chef    Company Name   －   City  ,   State      Effectively managed and produced food for catered events Enforced appropriate work-flow and quality controls for food quality Conducted daily inventory and ordering Assisted catering staff in setup and delivery Managed catering schedule and logistics.         01/1990   to   06/2000     Line Cook    Company Name   －   City  ,   State      Set up and prep work for all food items.  Prepared various daily lunch special items.  Assisted in producing food for catered events.  Conducted daily food inventory and ordering.            Languages          Skills    delivery, Detail oriented, English, inventory, Inventory Management, logistics, producing, purchasing, quality, retail, scheduling, Spanish, work-flow   ",Ontology miss
27298953,Title,         SUBSTITUTE PARA PROFESSIONAL       Summary     Professional with management experience and ,Chief Sales Administrator,Ontology miss
23398733,Title,         TUTOR       Professional Summary    Self-motivated and detail oriented individual with comp,Chief Sales Consultant,Ontology miss
18472240,Title,         CONSTRUCTION             Experience     04/2015   to   Current     Company Name          Re,"         CONSTRUCTION             Experience     04/2015   to   Current     Company Name          Repair a/c units Repair and replace water heaters, stoves, and refrigerators.  Change out faulty valves and faucets.  Unclog drains, toilets, snake clean-outs.  Change out windows and locks.  Make repairs to sheetrock if damaged, roof repairs and painting inside and outside.  Controls inventory, creates orders with vendors.  Train, coached and mentored staff to ensure smooth adoption of new rules.         07/2010   to   02/2015     Company Name   －   City  ,   State      Maintain 320 units in Jasmine Terrace complex, which consists of repairs to AC window units.  Repair and replace water heaters, stoves and refrigerators.  Change out faulty valves and faucets, unclog drains, toilets, snake clean outs.  Change out windows and locks.  Make repairs to sheetrock if damaged Roof repairs and painting inside and out.  Controls inventory, create orders, with vendors.  Trained, coached and mentored staff to ensure smooth adoption of new rules.         03/2007   to   05/2010     Construction    Company Name   －   City  ,   State      Plumbing, roofing, sheetrock, painting.  Replace water heaters.  General apprentice and construction.         03/2005   to   03/2007     Painter    Company Name   －   City  ,   State      Paint and repair the outside of problems in a timely matter.  Pressure washed houses and made repairs to old / damaged frames.          Education     2005     GED      Central Florida College   －   City  ,   State             2009     EPA Certified Universal              Skills    c, inventory, windows, window, painting, Paint, Plumbing, repairs, roofing   ",Ontology miss
25187733,Title,         SAFETY PROFESSIONAL / CONSTRUCTION SUPERVISOR       Summary    Seeking a Purchasing Manager,Chief Industrial Engineer,Ontology miss
13313917,Title,         CONSULTANT           Executive Profile     Innovative professional with more than 15 years ,Chief Sales Lead,Ontology miss
71888547,Title,         CONSULTANT           Summary     I consider myself to be a charismatic and persuasive Marke,Chief Marketing Manager,Ontology miss
29647215,Title,         CONSULTANT           Career Overview    Ten years of experience with Cerner implementations,Chief Data Analyst,Ontology miss
38399177,Title,         CONSULTANT       Summary    Transitioning Military Professional eager to apply acquired ski,Chief Operations Manager,Ontology miss
12374933,Title,         IT CONSULTANT       Professional Summary    Support Engineer with Public Trust Clearance an,Chief Data Analyst,Ontology miss
15699744,Title,         CONSULTANT       Summary     An accomplished and results-driven  MARKETING AND SALES MANAGE,Chief Sales Manager,Ontology miss
30083884,Title,         CONSULTANT       Summary    Building Design and Construction Manager Extensive management l,Chief Construction Manager,Ontology miss
29147100,Title,         MULTIMEDIA DESIGNER AND GRAPHIC DESIGNER       Portfolio     www.Artisterymedia.wix.com/cre,"         MULTIMEDIA DESIGNER AND GRAPHIC DESIGNER       Portfolio     www.Artisterymedia.wix.com/creativeflow       Summary    A hardworking, focused and determined artist looking to obtain a full-time position as a Graphic Designer.      Technical Skills          Adobe Photoshop  Adobe After Effects   Adobe Illustrator  Adobe InDesign  Adobe Premiere  Adobe Dream Weaver  Sketchbook Pro      Intermediate Html Coding  Microsoft Word  Windows   Troubleshooting  Calculator, printer, fax machine, etc  Microsoft Word  Microsoft PowerPoint            Accomplishments      2014 Civic Engagement Cover Design Winner        Graphic Design Experience      Multimedia Designer and Graphic Designer     Sep 2015   to   May 2016      Company Name   －   City  ,   State      Worked on branding and logo design for the office as well as inside designing of templates for the office's online services.     Consulted with clients on poster designs for their conferences and presentations to their leadership Boards.         Graphic Designer/ Promoter     Jun 2014   to   Current      Company Name   －   City  ,   State     Helped the management team with future events and promotional tactics along with  designing promotional materials   and designed flyer's.          FreeLance Graphic Designer     Jul 2013   to   Current      Company Name   －   City  ,   State     Created graphics for pamphlets, banners, screen graphics and web graphics for  the church.      Helped with film design and created after effects bumps for message series.          Free Lance Digital/Graphic Designer     Aug 2009   to   Current      Company Name   －   City  ,   State     Freelance designed for networked Clients upon request.         Education      Bachelor's of Fine Arts  (B.F.A)  ,   Digital Art & Design   2016     Towson University   －   City  ,   State  ,   United States            Digital Art & Design    Community College of Baltimore County   －   City  ,   State  ,   United States       ",Ontology miss
32532982,Title,         LEAD PIPING DESIGNER       Summary     Senior Mechanical / Piping Designer with over 40 yea,"         LEAD PIPING DESIGNER       Summary     Senior Mechanical / Piping Designer with over 40 years of progressive design experience in the Petrochemical industry. This experience has been gained on a variety of projects; Petrochemical, LPG Storage Facility, Polyethylene Plants, Pipeline Pumping and metering stations, Pulp & Paper Mill Facilities, Sulfur Recovery Units, Storage Tanks and Fire Water Systems.       Experience      Lead Piping Designer   05/2013   to   02/2015     Company Name   City  ,   State       Lead piping design efforts on the Enterprise Front Range Pipeline Project utilizing CADWorx. Updated bi-weekly progress status reports. Attended meetings with the clients, took meeting notes, tracked and implemented action items. The project ran through 3 states beginning at Kiowa Colorado and ending at Skellytown Texas with 8 sites including 3 pumping stations and 5 metering stations.   Assisted with the developing of line list, tie-in list, Equipment Arrangements,  PFD's and P&ID's during FEL2 phase of projects. Developed piping manhour estimates and schedules for FEL3 and detailed design phases of projects.          Principal Piping Designer   08/2008   to   05/2013     Company Name   City  ,   State       Developed line list, tie-in list, Equipment Arrangements,  PFD's and P&ID's. Developed piping manhour estimates and schedules. Updated bi-weekly progress status reports. Attended meetings with the clients, took meeting notes, tracked and initiated action items.   Lead a team of piping designers using CADWorx 2013 to model the Alky 1 & 2 ARN Scrubber Replacement Project at PRSI in Pasadena Texas.   Also lead the Sterling Chemicals - Water Neutralization System - WHIP LITE Project. This project was modeled using Bentley AutoPLANT.         Principal Piping Designer   09/2007   to   08/2008     Company Name   City  ,   State      Lead a team of piping designers to develop a detailed design estimate for the Clean Fuels Project Vapor Recovery System at the Big West Oil Company Refinery in Bakersfield California.         Principal Piping Designer   06/2006   to   09/2007     Company Name   City  ,   State      Developed 2D piping plans for the main fractionator tower piping modifications on the  ExxonMobil Refinery - BTRF / DCU De-bottleneck Project. Checked vendor drawings for internal interferences.       Took over the lead piping designer position to close out the project. Wrote change order variances. Organized, purged and created record pdf's to deliver to the client.          Senior Piping Designer   04/2006   to   06/2006     Company Name   City  ,   State      Designed miscellaneous maintenance projects including Drumming manifold modifications at the Coatings Unit. Performed field survey, routings and shoot elevations. Developed piping estimate to replace the obsolete CAS pumps at the Coatings Unit.         Lead Piping Designer   08/2005   to   04/2006     Company Name   City  ,   State      Lead a team of piping designers to relocate a HCU/KHT Unit from California to the Sinclair Refinery in Sinclair Wyoming. Visited the site during construction to assist in the replacement of piping that failed inspection due to rapid unit shutdown damage.         Lead Piping Designer   12/2001   to   08/2005     Company Name   City  ,   State      Lead the Premcor Task Force for the Premcor refinery in Port Arthur Texas. Developed manpower scheduling, P&ID's, equipment layout, field verification, and supervised design, drafting and checking.  Also lead a team of designers at the Motiva Enterprises refinery in Port Arthur Texas on the SRU4 Cope Burner Project. This project required installation of new equipment prior to removal of the existing Burner, Furnace, Steam Boiler and Condenser in order to limit the turnaround to two weeks.         Sr. Piping Designer   11/1987   to   12/2001     Company Name   City  ,   State      Lead a team of designers on the HTU Revamp Project simultaneously supervising a second team to include tie-ins for a new Lube Train to be built adjacent to the HTU and repurpose existing equipment inside the battery limits of the HTU. Served as liaison between Matrix Engineering, Motiva and Petrocon. Followed construction for 1 year on the LCDU (Lube Train) Project site.         Sr. Piping Designer   11/1978   to   11/1987     Company Name   City  ,   State      Developed equipment location plans to  replace 5 existing butane spheres and add 5 new butane storage spheres in the south tank farm for the Butane storage facilities at Motiva refinery.              Sr. Piping Designer   03/1977   to   11/1978     Company Name   City  ,   State       Designed and prepared piping drawings for various firewater systems at Mobil Oil Refinery in Beaumont Texas.          Sr. Piping Designer   03/1976   to   03/1977     Company Name   City  ,   State      Designed and drafted piping, mechanical, structural steel and foundations  for various maintenance projects and plant expansion. Also drafted electrical and instrumentation drawings. Performed field surveys and shoot elevations.         Piping Designer   04/1975   to   03/1976     Company Name   City  ,   State      Developed P&ID's for fuel gas conversion of gas fired boilers. Designed piping and structural steel layouts.         Piping Designer   03/1974   to   04/1975     Company Name   City  ,   State      Designed and drafted piping, mechanical, structural steel and foundations  for various maintenance projects and plant expansion. Also drafted electrical and instrumentation drawings. Performed field surveys and shoot elevations.              Education      Piping Designing Diploma  :   Design Drafting   1971       Chenier Business College   City  ,   State        Design Drafting         Skills     Autocad, Bentley AutoPLANT, Cadworx, Autodesk Vault, Navisworks, Microstation, & Flexcad, Microsoft Word, Excel, Outlook, Powerpoint and Access    ",Ontology miss
26924514,Title,         INSTRUCTIONAL DESIGNER         Professional Summary    An instructional design position wor,Chief Operations Manager,Ontology miss
14556869,Title,"         DIGITAL MARKETING INTERN       Education     2015     Bachelor of Arts  :   Psychology, Cor",Chief Marketing Consultant,Ontology miss
26160200,Title,"         VICE PRESIDENT, DIRECTOR OF CLIENT SERVICES, DIGITAL       Summary    Creative, hands-on Ma",Chief Marketing Manager,Ontology miss
12085736,Title,"         DIGITAL ADVERTISING CONSULTANT         Experience      Digital Advertising Consultant  ,   ",Chief Sales Engineer,Ontology miss
21125113,Title,         MEDIA SUPPORT SPECIALIST       Professional Summary     I've been working in the Technical ,Chief Software Developer,Ontology miss
30999638,Title,"         SOCIAL MEDIA EVALUATOR       Summary    Extensive Management Experience with Supervisory, S","         SOCIAL MEDIA EVALUATOR       Summary    Extensive Management Experience with Supervisory, Sales, and Training focus. Possess strong ability to achieve sales goals and quality customer service as well as skilled in performing all administrative duties. Working knowledge of Property Management, Tax Credit, Marketing, Collections, and Leasing policies and regulations gained through work experience and education.       Skills          Microsoft Outlook  Microsoft Word  Windows 10  Excel  PowerPoint  Multi-line phone system,              Experience     08/2015   to   Current     Social Media Evaluator    Company Name   －   City  ,   State      Daily social media activity (including but not limited to: Facebook, Twitter, Instagram, Pinterest, etc) Avid interest in working with social media.  Ability to follow instructions and work independently with effective time management skills.  Excellent troubleshooting, communication and problem-solving skills.  Strong expressive writing skills.  Ability to articulate in written and verbal English.  Uses Microsoft Windows (Vista or above) or MAC operating system with outstanding performance.  Advanced aptitude for installing applications, and troubleshooting and addressing software issues with limited support.         04/2014   to   08/2015     Rental Sales Agent    Company Name   －   City  ,   State      Carry out duties in accordance with Avis policies and procedures.  Responsible for selling optional products to ensure customer satisfaction and company productivity.  Customer support to include directions, maps, and local area information.  Maintained rental parameters and ensuring customer understanding of rates and service charges.  Updating of rental agreement files with notification to clients of overdue rental agreements and facilitate return dates and process rental extensions.  Operation of multi-line telephone to assist client's issues, and customer support.Ensuring accuracy on all rental agreements, preparation of rental contract with all necessary details, and completion of any car exchange requests in computer system.         10/2008   to   04/2014     Escalations Management    Company Name   －   City  ,   State      Customer service supervisor-Develop staff of 20 plus associates.  Carry out supervisory duties in accordance with Sprint's policies and procedures.  Responsible for interviewing, hiring, and training employees; planning, assigning, and directing work; appraising performance; disciplining and rewarding employees; addressing complaints and resolving issues.  Monitor performance for annual reviews.  Mange aggressive sales driven environment to ensure profit for business and bonuses for staff.         05/2006   to   10/2008     Floor Supervisor    Company Name   －   City  ,   State      lead daily operations for all personnel in the department Enforce company policies and procedures, train and develop support staff Conduct weekly meetings with team lead staff members demonstrate and intense  focus on customer service and individual accountability to upkeep stability amongst production within the department strategically approach projects, conducting thorough research of production, call volume, personnel etc.  to implement relevant protocols to enhance performance results mentor and guide the support staff in efforts to support and supersede department minimums and expectations Introduce goals outlined by senior directors and managements, and delegate responsibilities in support of various projects Review team metrics within the department, discuss additional counseling options for improvements as necessary Enforce overall integrity and moral of the department, and promote invaluable customer service.          Education and Training          Thomas Nelson Community College   －   City  ,   State              Skills    approach, articulate, Avid, counseling, client, clients, customer satisfaction, Customer service, Customer support, directing, training employees, English, focus, hiring, team lead, MAC, meetings, mentor, Excel, exchange, Microsoft Outlook, PowerPoint, Microsoft Windows, Windows, Microsoft Word, multi-line telephone, operating system, personnel, phone system, policies, problem-solving skills, profit, protocols, research, selling, sales, supervisor, supervisory, time management, troubleshooting, Vista, written, writing skills   ",Ontology miss
90685127,Title,"         SENIOR MANAGER, DIGITAL MARKETING       Summary    Experienced digital marketer equal parts",Chief Marketing Specialist,Ontology miss
30864828,Title,         DIGITAL PRODUCTION MANAGER       Professional Summary    Creative professional with extensi,Chief Sales Specialist,Ontology miss
34583750,Title,         PAID MEDIA SPECIALIST       Summary    Enthusiastic employee with a record of high quality ,Chief Marketing Lead,Ontology miss
15941675,Title,         PROCESS ENGINEERING TECHNICIAN III               Accomplishments      Pharmacy Exemptee Cer,Chief Industrial Technician,Ontology miss
32985311,Title,"         SOFTWARE ENGINEERING ANALYST         Skills        Programming Languages: C, SQL, Python, R",Chief Software Engineer,Ontology miss
64468610,Title,"         SOFTWARE ENGINEERING MANAGER       Summary    Experienced software engineer, and hands-on e",Principal Software Engineer,Ontology miss
11981094,Title,"         SOFTWARE ENGINEERING MANAGER       Summary    Experienced software engineer, and hands-on e",Principal Software Engineer,Ontology miss
37335325,Title,"         ENGINEERING MANAGER           Career Overview     A practiced, professional Test Manager wi",Chief Sales Director,Ontology miss
38220146,Title,         ENGINEERING MANAGER/SENIOR MECHANICAL DESIGNER           Executive Summary    Operations an,Chief Manufacturing Engineer,Ontology miss
25608963,Title,"         ENGINEERING TECHNICIAN           Summary     A challenging position in a Manufacturing, Eng",Lead Manufacturing Technician,Ontology miss
13264796,Title,"         DIRECTOR OF ENGINEERING           Experience      Director of Engineering  ,     04/2018   ",Chief Data Scientist,Ontology miss
20566550,Title,         ENGINEERING INTERN       Personal Summary     Age -22 years    Permanenet Residency of Aust,Chief Sales Manager,Ontology miss
28762662,Title,         SOFTWARE ENGINEERING MANAGER           Professional Profile    20+ years of software produc,Principal Software Engineer,Ontology miss
17103000,Title,         MULTI-SKILLED ENGINEERING MANAGER         Qualifications          Microsoft Project  Micros,Chief Software Engineer,Ontology miss
74512244,Title,"         FINANCE OFFICE ASSOCIATE       Professional Summary      Detail-oriented, diligent and accu",Chief Accounting Technician,Ontology miss
70541112,Title,         FINANCE CONTROLLER           Summary    Hands on Controller with over 12 years of experienc,Senior Accounting Consultant,Ontology miss
