resume_id,ground_truth_title,parsed_title,failure_type,raw_text_snippet
30713796,Professional,"         TELLER 3             Core Qualifications          Results-oriented  Client-focused  Excel in  customer service  Quick learner                 Experience      TELLER 3    March 2011   to   August 2014     Company Name   －   City  ,   State      Current     Delivered prompt, accurate and excellent customer service.  Received regional branch recognition award for outstanding customer service.  Maintained confidentiality of bank records and client information.  Supplied tellers with coin and currency as needed.  Reported daily averages and shortages to the operations department.  Processed treasury, tax and loan payments.  Entered member transaction data into the online banking software.  Examined checks for identification and endorsement.  Researched and resolved customer issues on personal savings, checking and lines of credit accounts.  Adhered to [SUNTRUST BANK] security and audit procedures.  Trained employees on cash drawer operation.  Processed cash withdrawals.  Balanced daily cash deposits and bank vault inventory with a zero error rate.  Processed sales referrals and promoted bank services and products, resulting in [25]% branch sales increase.  REASON FOR LEAVING : Relocating to Harford Co.  area .          to       TELLER SUPERVISOR    May 1998       Company Name   －   City  ,   State      September 2010 Delivered prompt, accurate and excellent customer service.  Received regional branch recognition award for outstanding customer service.  Maintained confidentiality of bank records and client information.  Supplied tellers with coin and currency as needed.  Reported daily averages and shortages to the operations department.  Processed treasury, tax and loan payments.  Entered member transaction data into the online banking software.  Examined checks for identification and endorsement.  Researched and resolved customer issues on personal savings, checking and lines of credit accounts.  Adhered to [ANNAPOLIS BANKING & TRUST] security and audit procedures.  Trained employees on cash drawer operation.  Balanced daily cash deposits and bank vault inventory with a zero error rate.  Processed sales referrals and promoted bank services and products, resulting in [25]% branch sales increase.  REASON FOR LEAVING : MEDICAL CONDITION.  July 1995     1ST.  NATIONAL BANK OF MD.  Glen Burnie, MD to        TELLER.  October 1997   Delivered prompt, accurate and excellent customer service.  Processed sales referrals and promoted bank services and products, resulting in [25]% branch sales increase.  Balanced daily cash deposits and bank vault inventory with a zero error rate.  Processed cash withdrawals.  Trained employees on cash drawer operation.  Adhered to [1ST.  NATIONAL BANK] security and audit procedures.  Researched and resolved customer issues on personal savings, checking and lines of credit accounts.  Examined checks for identification and endorsement.  Entered member transaction data into the online banking software.  Processed treasury, tax and loan payments.  Maintained confidentiality of bank records and client information.  REASON FOR LEAVING : Was looking to advance and no available ways to do so.             June 1994         Managed kitchen operations for high grossing, fast-paced fair concession kitchen.  Trained staff of at least eight employees for correct facility procedures, safety codes, proper recipes and plating techniques.  Managed food and produce receiving process with 100% accuracy.  Greeted customers in the restaurant or drive-thru, took and rang up orders, handled payment and thanked customers.  Greeted guests and sat them at tables or in waiting areas Informed patrons of establishment specialties and features Inspected dining and serving areas to ensure cleanliness and proper setup Instructed cooks and other workers in the preparation, cooking, garnishing, and presentation of food Conducted daily pre-shift and weekly departmental meetings to ensure organizational efficiency.  Scheduled and directed staff in daily work assignments to maximize productivity.  Efficiently resolved problems or concerns to the satisfaction of all involved parties.  Continually monitored restaurant and took appropriate action to ensure food quality and service standards were consistently met.  Exhibited thorough knowledge of foods, beverages, supervisory duties, service techniques, and guest interactions.  Assigned tasks and oversaw the direction of employees to ensure compliance with food safety procedures and quality control guidelines.  Developed and maintained exceptional customer service standards.  Optimized profits by controlling food, beverage and labor costs on a daily basis.  Consistently maintained high levels of cleanliness, organization, storage, and sanitation of food and beverage products to ensure quality.  Communicated well and used strong interpersonal skills to establish positive relationships with guests and employees.Counseled and disciplined staff when necessary.  REASON FOR LEAVING : Was involved in terrible head on car collision.  Was not able to walk for a year .          to      SHIFT SUPERVISOR    November 1991       Company Name   －   City  ,   State            Education      diploma                  Skills    banking, strong interpersonal skills, cooking, credit, client, excellent customer service, customer service, direction, fast, features, inventory, meetings, organizational, quality, quality control, receiving, safety, sales, sat, supervisory, tables, tax, treasury   ",ontology normalization failure,Snippet unavailable
15856762,Executive,Chief Finance Manager,ontology normalization failure,Snippet unavailable
45167858,Specialist,Chief Operations Manager,ontology normalization failure,Snippet unavailable
77156708,Officer,Chief Marketing Specialist,ontology normalization failure,Snippet unavailable
87867370,Manager,Chief Sales Consultant,ontology normalization failure,Snippet unavailable
41152404,Analyst,Chief Software Engineer,ontology normalization failure,Snippet unavailable
63158213,Engineer,Chief Operations Manager,ontology normalization failure,Snippet unavailable
89512321,Manager,Chief HR Lead,ontology normalization failure,Snippet unavailable
14752209,Director,Chief Marketing Analyst,ontology normalization failure,Snippet unavailable
14726000,Consultant,Chief Operations Director,ontology normalization failure,Snippet unavailable
19557384,Manager,Chief Sales Lead,ontology normalization failure,Snippet unavailable
12230301,Specialist,Chief Marketing Director,ontology normalization failure,Snippet unavailable
18293620,Manager,Chief Sales Consultant,ontology normalization failure,Snippet unavailable
13888506,Manager,Chief Marketing Specialist,ontology normalization failure,Snippet unavailable
27796199,Manager,Chief Marketing Director,ontology normalization failure,Snippet unavailable
24412546,Executive,Chief Sales Manager,ontology normalization failure,Snippet unavailable
30826569,Manager,Chief Operations Director,ontology normalization failure,Snippet unavailable
26718039,Professional,"         CHEF       Summary    Experienced catering chef skilled in preparing large volumes of food quickly and efficiently. Highly skilled in international cuisine. Seeking a position at a restaurant where I can call it 'home'          Experience      Chef     May 2009   to   Current      Company Name   －   City  ,   State     Manage daily kitchen operations including inventory, purchasing, and scheduling Ensure proper food handling methods are observed Assist kitchen staff in producing food for catering Systematically control food quality and costs Develop new menu items to enhance catering and retail food service revenue and productivity goals.         Catering Chef     Jun 2000   to   May 2009      Company Name   －   City  ,   State     Effectively managed and produced food for catered events Enforced appropriate work-flow and quality controls for food quality Conducted daily inventory and ordering Assisted catering staff in setup and delivery Managed catering schedule and logistics.         Line Cook     Jan 1990   to   Jun 2000      Company Name   －   City  ,   State     Set up and prep work for all food items.  Prepared various daily lunch special items.  Assisted in producing food for catered events.  Conducted daily food inventory and ordering.           Skills    delivery, Detail oriented, English, inventory, Inventory Management, logistics, producing, purchasing, quality, retail, scheduling, Spanish, work-flow   ",ontology normalization failure,Snippet unavailable
19007667,Professional,"         CHEF       Summary     Experienced catering chef skilled in preparing large volumes of food quickly and efficiently. Knowledge of international cuisine. Seeking a position at a restaurant where I can call it 'home'       Highlights                      Experience     05/2009   to   Current     Chef    Company Name   －   City  ,   State      Manage daily kitchen operations including inventory, purchasing, and scheduling Ensure proper food handling methods are observed Assist kitchen staff in producing food for catering Systematically control food quality and costs Develop new menu items to enhance catering and retail food service revenue and productivity goals.         06/2000   to   05/2009     Catering Chef    Company Name   －   City  ,   State      Effectively managed and produced food for catered events Enforced appropriate work-flow and quality controls for food quality Conducted daily inventory and ordering Assisted catering staff in setup and delivery Managed catering schedule and logistics.         01/1990   to   06/2000     Line Cook    Company Name   －   City  ,   State      Set up and prep work for all food items.  Prepared various daily lunch special items.  Assisted in producing food for catered events.  Conducted daily food inventory and ordering.            Languages          Skills    delivery, Detail oriented, English, inventory, Inventory Management, logistics, producing, purchasing, quality, retail, scheduling, Spanish, work-flow   ",ontology normalization failure,Snippet unavailable
27298953,Consultant,Chief Sales Administrator,ontology normalization failure,Snippet unavailable
23398733,Manager,Chief Sales Consultant,ontology normalization failure,Snippet unavailable
18472240,Professional,"         CONSTRUCTION             Experience     04/2015   to   Current     Company Name          Repair a/c units Repair and replace water heaters, stoves, and refrigerators.  Change out faulty valves and faucets.  Unclog drains, toilets, snake clean-outs.  Change out windows and locks.  Make repairs to sheetrock if damaged, roof repairs and painting inside and outside.  Controls inventory, creates orders with vendors.  Train, coached and mentored staff to ensure smooth adoption of new rules.         07/2010   to   02/2015     Company Name   －   City  ,   State      Maintain 320 units in Jasmine Terrace complex, which consists of repairs to AC window units.  Repair and replace water heaters, stoves and refrigerators.  Change out faulty valves and faucets, unclog drains, toilets, snake clean outs.  Change out windows and locks.  Make repairs to sheetrock if damaged Roof repairs and painting inside and out.  Controls inventory, create orders, with vendors.  Trained, coached and mentored staff to ensure smooth adoption of new rules.         03/2007   to   05/2010     Construction    Company Name   －   City  ,   State      Plumbing, roofing, sheetrock, painting.  Replace water heaters.  General apprentice and construction.         03/2005   to   03/2007     Painter    Company Name   －   City  ,   State      Paint and repair the outside of problems in a timely matter.  Pressure washed houses and made repairs to old / damaged frames.          Education     2005     GED      Central Florida College   －   City  ,   State             2009     EPA Certified Universal              Skills    c, inventory, windows, window, painting, Paint, Plumbing, repairs, roofing   ",ontology normalization failure,Snippet unavailable
25187733,Manager,Chief Industrial Engineer,ontology normalization failure,Snippet unavailable
13313917,Consultant,Chief Sales Lead,ontology normalization failure,Snippet unavailable
71888547,Consultant,Chief Marketing Manager,ontology normalization failure,Snippet unavailable
29647215,Consultant,Chief Data Analyst,ontology normalization failure,Snippet unavailable
38399177,Consultant,Chief Operations Manager,ontology normalization failure,Snippet unavailable
12374933,Consultant,Chief Data Analyst,ontology normalization failure,Snippet unavailable
15699744,Consultant,Chief Sales Manager,ontology normalization failure,Snippet unavailable
30083884,Consultant,Chief Construction Manager,ontology normalization failure,Snippet unavailable
29147100,Professional,"         MULTIMEDIA DESIGNER AND GRAPHIC DESIGNER       Portfolio     www.Artisterymedia.wix.com/creativeflow       Summary    A hardworking, focused and determined artist looking to obtain a full-time position as a Graphic Designer.      Technical Skills          Adobe Photoshop  Adobe After Effects   Adobe Illustrator  Adobe InDesign  Adobe Premiere  Adobe Dream Weaver  Sketchbook Pro      Intermediate Html Coding  Microsoft Word  Windows   Troubleshooting  Calculator, printer, fax machine, etc  Microsoft Word  Microsoft PowerPoint            Accomplishments      2014 Civic Engagement Cover Design Winner        Graphic Design Experience      Multimedia Designer and Graphic Designer     Sep 2015   to   May 2016      Company Name   －   City  ,   State      Worked on branding and logo design for the office as well as inside designing of templates for the office's online services.     Consulted with clients on poster designs for their conferences and presentations to their leadership Boards.         Graphic Designer/ Promoter     Jun 2014   to   Current      Company Name   －   City  ,   State     Helped the management team with future events and promotional tactics along with  designing promotional materials   and designed flyer's.          FreeLance Graphic Designer     Jul 2013   to   Current      Company Name   －   City  ,   State     Created graphics for pamphlets, banners, screen graphics and web graphics for  the church.      Helped with film design and created after effects bumps for message series.          Free Lance Digital/Graphic Designer     Aug 2009   to   Current      Company Name   －   City  ,   State     Freelance designed for networked Clients upon request.         Education      Bachelor's of Fine Arts  (B.F.A)  ,   Digital Art & Design   2016     Towson University   －   City  ,   State  ,   United States            Digital Art & Design    Community College of Baltimore County   －   City  ,   State  ,   United States       ",ontology normalization failure,Snippet unavailable
32532982,Professional,"         LEAD PIPING DESIGNER       Summary     Senior Mechanical / Piping Designer with over 40 years of progressive design experience in the Petrochemical industry. This experience has been gained on a variety of projects; Petrochemical, LPG Storage Facility, Polyethylene Plants, Pipeline Pumping and metering stations, Pulp & Paper Mill Facilities, Sulfur Recovery Units, Storage Tanks and Fire Water Systems.       Experience      Lead Piping Designer   05/2013   to   02/2015     Company Name   City  ,   State       Lead piping design efforts on the Enterprise Front Range Pipeline Project utilizing CADWorx. Updated bi-weekly progress status reports. Attended meetings with the clients, took meeting notes, tracked and implemented action items. The project ran through 3 states beginning at Kiowa Colorado and ending at Skellytown Texas with 8 sites including 3 pumping stations and 5 metering stations.   Assisted with the developing of line list, tie-in list, Equipment Arrangements,  PFD's and P&ID's during FEL2 phase of projects. Developed piping manhour estimates and schedules for FEL3 and detailed design phases of projects.          Principal Piping Designer   08/2008   to   05/2013     Company Name   City  ,   State       Developed line list, tie-in list, Equipment Arrangements,  PFD's and P&ID's. Developed piping manhour estimates and schedules. Updated bi-weekly progress status reports. Attended meetings with the clients, took meeting notes, tracked and initiated action items.   Lead a team of piping designers using CADWorx 2013 to model the Alky 1 & 2 ARN Scrubber Replacement Project at PRSI in Pasadena Texas.   Also lead the Sterling Chemicals - Water Neutralization System - WHIP LITE Project. This project was modeled using Bentley AutoPLANT.         Principal Piping Designer   09/2007   to   08/2008     Company Name   City  ,   State      Lead a team of piping designers to develop a detailed design estimate for the Clean Fuels Project Vapor Recovery System at the Big West Oil Company Refinery in Bakersfield California.         Principal Piping Designer   06/2006   to   09/2007     Company Name   City  ,   State      Developed 2D piping plans for the main fractionator tower piping modifications on the  ExxonMobil Refinery - BTRF / DCU De-bottleneck Project. Checked vendor drawings for internal interferences.       Took over the lead piping designer position to close out the project. Wrote change order variances. Organized, purged and created record pdf's to deliver to the client.          Senior Piping Designer   04/2006   to   06/2006     Company Name   City  ,   State      Designed miscellaneous maintenance projects including Drumming manifold modifications at the Coatings Unit. Performed field survey, routings and shoot elevations. Developed piping estimate to replace the obsolete CAS pumps at the Coatings Unit.         Lead Piping Designer   08/2005   to   04/2006     Company Name   City  ,   State      Lead a team of piping designers to relocate a HCU/KHT Unit from California to the Sinclair Refinery in Sinclair Wyoming. Visited the site during construction to assist in the replacement of piping that failed inspection due to rapid unit shutdown damage.         Lead Piping Designer   12/2001   to   08/2005     Company Name   City  ,   State      Lead the Premcor Task Force for the Premcor refinery in Port Arthur Texas. Developed manpower scheduling, P&ID's, equipment layout, field verification, and supervised design, drafting and checking.  Also lead a team of designers at the Motiva Enterprises refinery in Port Arthur Texas on the SRU4 Cope Burner Project. This project required installation of new equipment prior to removal of the existing Burner, Furnace, Steam Boiler and Condenser in order to limit the turnaround to two weeks.         Sr. Piping Designer   11/1987   to   12/2001     Company Name   City  ,   State      Lead a team of designers on the HTU Revamp Project simultaneously supervising a second team to include tie-ins for a new Lube Train to be built adjacent to the HTU and repurpose existing equipment inside the battery limits of the HTU. Served as liaison between Matrix Engineering, Motiva and Petrocon. Followed construction for 1 year on the LCDU (Lube Train) Project site.         Sr. Piping Designer   11/1978   to   11/1987     Company Name   City  ,   State      Developed equipment location plans to  replace 5 existing butane spheres and add 5 new butane storage spheres in the south tank farm for the Butane storage facilities at Motiva refinery.              Sr. Piping Designer   03/1977   to   11/1978     Company Name   City  ,   State       Designed and prepared piping drawings for various firewater systems at Mobil Oil Refinery in Beaumont Texas.          Sr. Piping Designer   03/1976   to   03/1977     Company Name   City  ,   State      Designed and drafted piping, mechanical, structural steel and foundations  for various maintenance projects and plant expansion. Also drafted electrical and instrumentation drawings. Performed field surveys and shoot elevations.         Piping Designer   04/1975   to   03/1976     Company Name   City  ,   State      Developed P&ID's for fuel gas conversion of gas fired boilers. Designed piping and structural steel layouts.         Piping Designer   03/1974   to   04/1975     Company Name   City  ,   State      Designed and drafted piping, mechanical, structural steel and foundations  for various maintenance projects and plant expansion. Also drafted electrical and instrumentation drawings. Performed field surveys and shoot elevations.              Education      Piping Designing Diploma  :   Design Drafting   1971       Chenier Business College   City  ,   State        Design Drafting         Skills     Autocad, Bentley AutoPLANT, Cadworx, Autodesk Vault, Navisworks, Microstation, & Flexcad, Microsoft Word, Excel, Outlook, Powerpoint and Access    ",ontology normalization failure,Snippet unavailable
26924514,Director,Chief Operations Manager,ontology normalization failure,Snippet unavailable
14556869,Manager,Chief Marketing Consultant,ontology normalization failure,Snippet unavailable
26160200,Director,Chief Marketing Manager,ontology normalization failure,Snippet unavailable
12085736,Consultant,Chief Sales Engineer,ontology normalization failure,Snippet unavailable
21125113,Specialist,Chief Software Developer,ontology normalization failure,Snippet unavailable
30999638,Professional,"         SOCIAL MEDIA EVALUATOR       Summary    Extensive Management Experience with Supervisory, Sales, and Training focus. Possess strong ability to achieve sales goals and quality customer service as well as skilled in performing all administrative duties. Working knowledge of Property Management, Tax Credit, Marketing, Collections, and Leasing policies and regulations gained through work experience and education.       Skills          Microsoft Outlook  Microsoft Word  Windows 10  Excel  PowerPoint  Multi-line phone system,              Experience     08/2015   to   Current     Social Media Evaluator    Company Name   －   City  ,   State      Daily social media activity (including but not limited to: Facebook, Twitter, Instagram, Pinterest, etc) Avid interest in working with social media.  Ability to follow instructions and work independently with effective time management skills.  Excellent troubleshooting, communication and problem-solving skills.  Strong expressive writing skills.  Ability to articulate in written and verbal English.  Uses Microsoft Windows (Vista or above) or MAC operating system with outstanding performance.  Advanced aptitude for installing applications, and troubleshooting and addressing software issues with limited support.         04/2014   to   08/2015     Rental Sales Agent    Company Name   －   City  ,   State      Carry out duties in accordance with Avis policies and procedures.  Responsible for selling optional products to ensure customer satisfaction and company productivity.  Customer support to include directions, maps, and local area information.  Maintained rental parameters and ensuring customer understanding of rates and service charges.  Updating of rental agreement files with notification to clients of overdue rental agreements and facilitate return dates and process rental extensions.  Operation of multi-line telephone to assist client's issues, and customer support.Ensuring accuracy on all rental agreements, preparation of rental contract with all necessary details, and completion of any car exchange requests in computer system.         10/2008   to   04/2014     Escalations Management    Company Name   －   City  ,   State      Customer service supervisor-Develop staff of 20 plus associates.  Carry out supervisory duties in accordance with Sprint's policies and procedures.  Responsible for interviewing, hiring, and training employees; planning, assigning, and directing work; appraising performance; disciplining and rewarding employees; addressing complaints and resolving issues.  Monitor performance for annual reviews.  Mange aggressive sales driven environment to ensure profit for business and bonuses for staff.         05/2006   to   10/2008     Floor Supervisor    Company Name   －   City  ,   State      lead daily operations for all personnel in the department Enforce company policies and procedures, train and develop support staff Conduct weekly meetings with team lead staff members demonstrate and intense  focus on customer service and individual accountability to upkeep stability amongst production within the department strategically approach projects, conducting thorough research of production, call volume, personnel etc.  to implement relevant protocols to enhance performance results mentor and guide the support staff in efforts to support and supersede department minimums and expectations Introduce goals outlined by senior directors and managements, and delegate responsibilities in support of various projects Review team metrics within the department, discuss additional counseling options for improvements as necessary Enforce overall integrity and moral of the department, and promote invaluable customer service.          Education and Training          Thomas Nelson Community College   －   City  ,   State              Skills    approach, articulate, Avid, counseling, client, clients, customer satisfaction, Customer service, Customer support, directing, training employees, English, focus, hiring, team lead, MAC, meetings, mentor, Excel, exchange, Microsoft Outlook, PowerPoint, Microsoft Windows, Windows, Microsoft Word, multi-line telephone, operating system, personnel, phone system, policies, problem-solving skills, profit, protocols, research, selling, sales, supervisor, supervisory, time management, troubleshooting, Vista, written, writing skills   ",ontology normalization failure,Snippet unavailable
90685127,Manager,Chief Marketing Specialist,ontology normalization failure,Snippet unavailable
30864828,Manager,Chief Sales Specialist,ontology normalization failure,Snippet unavailable
34583750,Specialist,Chief Marketing Lead,ontology normalization failure,Snippet unavailable
15941675,Engineer,Chief Industrial Technician,ontology normalization failure,Snippet unavailable
32985311,Analyst,Chief Software Engineer,ontology normalization failure,Snippet unavailable
64468610,Manager,Principal Software Engineer,ontology normalization failure,Snippet unavailable
11981094,Manager,Principal Software Engineer,ontology normalization failure,Snippet unavailable
37335325,Manager,Chief Sales Director,ontology normalization failure,Snippet unavailable
38220146,Manager,Chief Manufacturing Engineer,ontology normalization failure,Snippet unavailable
25608963,Professional,Lead Manufacturing Technician,ontology normalization failure,Snippet unavailable
13264796,Director,Chief Data Scientist,ontology normalization failure,Snippet unavailable
20566550,Developer,Chief Sales Manager,ontology normalization failure,Snippet unavailable
28762662,Manager,Principal Software Engineer,ontology normalization failure,Snippet unavailable
17103000,Manager,Chief Software Engineer,ontology normalization failure,Snippet unavailable
74512244,Director,Chief Accounting Technician,ontology normalization failure,Snippet unavailable
70541112,Executive,Senior Accounting Consultant,ontology normalization failure,Snippet unavailable
27409087,Professional,"         HEAD OF ACCOUNTS AND FINANCE           Summary     Flexible Accountant who adapts seamlessly to constantly evolving accounting processes and technology. Adept at budget forecasting, financial reporting and corporate tax planning.       Highlights          Financial statement analysis  Understands foreign tax reporting  Budget forecasting expertise  Adobe software proficiency  Effective time management  General ledger accounting  Flexible team player  Cash-flow report generation  Public and private accounting  Cost accounting  General and tax accounting  Account reconciliations  Proficient in Microsoft Office  Knowledge of Sage  Proficient in SAP  ERP (Enterprise Resource Planning) software  QuickBooks              Accomplishments      Payroll Assistance     Assisted with payroll preparation and entered data into cumulative payroll document.     Reporting    Established client payment plan program to monitor payment compliance and progress, reducing uncontrolled payment activity    Employee Management     Liaised with HR department to establish employee benefits, training, payroll and termination procedures    Accounting Skills     Operated computers programmed with accounting software to record, store, and analyze information.     General Ledger Accounts     Maintained accurate accounts including cash, inventory, prepaid, fixed assets, accounts payable, accrued expenses and line of credit transactions.    Increased compliance for the cash management department by aiding in internal and external audits.  Researched and resolved billing problems that had been previously missed.       Experience      Company Name     October 2013   to   Current     Head of Accounts and Finance   City  ,   State      Basic Function:          I'm always accountable for the accounting operations of the company, to include the production of monthly financial reports, maintenance of an adequate system of accounting records, and a comprehensive set of controls and budgets designed to mitigate risk, enhance the accuracy of the company's reported financial results, and ensure that reported results comply with generally accepted accounting principles or international financial reporting standards.    Principal Accountabilities:           Management     Maintain a documented system of accounting policies and procedures  Manage outsourced functions  Oversee the operations of the accounting department, including the design of an organizational structure adequate for achieving the department's goals and objectives  Oversee the accounting operations of branches (Freetown, Kenema, Kono and Kailahun) especially their control systems, transaction-processing operations, and policies and procedures.  Mitigating risk for cash handling from Bank to Rural areas disbursing centers  Handling project finances, reporting and accountability within the company  Maintain company's PPE register and disposal     Transactions     Ensure that accounts payable are paid in a timely manner  Ensure that all reasonable discounts are taken on accounts payable  Ensure that accounts receivable are collected promptly  Process payroll in a timely manner  Ensure that periodic bank reconciliations are completed  Ensure that required debt payments are made on a timely basis  Maintain the chart of accounts  Maintain an orderly accounting filing system  Maintain a system of controls over accounting transactions  Processing commission to agents (VCs) and second payment (Premium) to farmers is done proportional to the weight of coco procured in that month     Reporting:     Issue timely and complete monthly financial statements  Ensure the upload of monthly financial reports to SAP accounting software is done in timely  Lead and Coordinate the preparation of the corporate annual report  Recommend benchmarks against which to measure the performance of company operations  Calculate and issue financial and operating metrics  Manage the production of the annual budget and forecasts  Calculate variances from the budget and report significant issues to management  Provide for a system of management cost reports purposely for cost control by the project managers and other stakeholders.  Provide financial analysis as needed, in particular for capital investments, pricing decisions and company performance     Compliance:     Coordinate the provision of information to external auditors for the annual audit  Coordinate the provision of information to Government revenue authorities in regard to past financial statement  Monitor debt levels and compliance with debt covenants  Comply with local, state, and federal government reporting requirements and tax filings  Coordinate the provision of information to other stakeholders who finances the implementation of the projects within the company like AECF, IFAD, and Social Projects.      Certification (Rainforest Alliance, IMO control) :    Participating with operation department for improving infrastructure of field activities   Crop traceability from smallholder farmers to overseas customers  Crop flow from smallholder farmers to the point of sale  Crop Grower lists/farmer lists  Farmer data spreadsheets (no. of coco trees per hector, contracts)    Establishing new buying posts (BPs)  Establishing Geo-traceability of farms  Establishing a binding agreement with those (agents-village coordinators            Company Name     December 2010   to   October 2013     Senior Accountant   City  ,   State      Duties and Responsibilities    Working with Pivot tables to coffee & cocoa books from different branches  Reporting program expenses and budget in form of TTs requests to abroad directors  Manage financial matters and procedures in project implementation  Preparing payment requests/vouchers and cheques for payment  Preparing weekly reports on the trend of the debt levels with banks.  Preparing weekly fund sheet Report (a detailed cash flow).  Preparing, Posting and Reconciling Main Books in the system.  Preparing the schedules for the two companies of all sales (both direct export and local sales).  Preparing, reconciling and posting to the system, monthly payroll, payroll journals and statutory computations and remitting of SDL, NSSF, PAYE, W/Tax.  Preparation of monthly Bank (for HO & Branches) and Intercompany reconciliation statements and posting all those variances to the syste  Exchange rate controlling when dealing with foreign currencies against functional currency  Making thoroughness and tightly monitoring of the Receivables from debtors by telephone, email, and some time by physical appearance.  Participating in all preparatory andreviews of the final accounts  Responding to External & internal auditors during auditing and as well as to TRA queries regarding to the companies past accounts submitted.  Stock Valuation, Physical Stock verification and Movement of stock  Calculations of VC, and Agents Commissions plus premiums and District Levies           Company Name     June 2009   to   December 2010     Accountant   City  ,   State      Duties and responsibilities:      Maintaining staff imprest records and retirement (IOU issued & IOU retired) as well as staff loans & Salary Advance register  Reconciliation of Circulation debtors, Advertisement debtors, Suppliers and Petty cash ledgers  Monthly reconciliation of Bank Statements with the Bank books in the systems and preparing Banks reconciliation Reports and investigating and resolves any un-reconciled differences  Monthly VAT computations and filing returns to TRA   Maintaining fixed Assets Register, Manage depreciation from Fixed Assets register by setting up depreciating schedule, register the acquired Assets and post depreciation.  Preparing Monthly Sales Performance Report for Upcountry and Local Representatives  Transfer of cash & cheque from main cash / receipts control account to pettycash and banks in Tally and Pastel  Preparing, verifying, processing and issuing expense vouchers and posting to the systems  Daily Freight charges of newspapers to upcountry representatives  Upcountry monthly Retainers fees  Weekly correspondence fees  Advertisement commissions  Data entry of advertisement transactions in Tally & Pastel                             Advertisement invoices (sales invoices)                            -Advertisement receipts (sales receipts)                            -Circulation receipts (sales receipts)                            -Credit note from circulation debtors          Company Name     August 2008   to   June 2009     Trainee   City  ,   State      Duties and Responsibilities:      Prepare payments  Prepare regular reports on revenue, expenditure and tax returns;  maintain and reconcile the direct debits accounts in the systems;  Prepare invoice and bills;  Prepare bank reconciliation statements;  Disburse cash and cheque payments;  Post transactions in a computerized accounting system;  Reconcile debtors and creditors records          Education      Tanzania Institute Of Accountancy     2012       Post Graduate Diploma in Accountancy  :   Accounting    City  ,   State  ,   Tanzania            Institute Of Finance Management     2008       Advanced Diploma in Accountancy  :   Accountancy    City  ,     Tanzania     Accountancy         Minaki High School     2001       Advanced Certificate of Secondary Education  :   Science    City  ,     Tanzania             Tosamaganga Secondary School     1998       Certificate of Secondary Education  :   Science and Arts    City  ,     Tanzania            Interests     Gardening Trees       Languages     Swahili   English       Skills      Project Reporting   Accounts payables & receivables,   Auditing, Data entry,   Internet  Exchange rate control,   Microsoft Proficiency: Word, Spreadsheets, Outlook, Power Point   Payroll processing,   Accounting software: Quick Books, Sage Pastel, SAP ERP, TAS Books, TALLY,   Research  Account reconciling  Financial Reporting  Management Accounting  GAAP  IFRS  Forecast Vs Actuals for weekly and monthwise         Additional Information       Volunteering Experience      Trainer at Mabibo Teaching Center -  Assist those who don't have entry criterion as a requirement for joining high school level    ",ontology normalization failure,Snippet unavailable
26231609,Manager,Senior Finance Lead,ontology normalization failure,Snippet unavailable
29998869,Director,Chief Operations Lead,ontology normalization failure,Snippet unavailable
14408510,Specialist,Chief Marketing Manager,ontology normalization failure,Snippet unavailable
49325370,Manager,Chief Security Officer,ontology normalization failure,Snippet unavailable
26908066,Executive,Chief Sales Lead,ontology normalization failure,Snippet unavailable
24548333,Executive,Chief Sales Director,ontology normalization failure,Snippet unavailable
